tier,clip_id,category,recording_name,hololens_sequence,subject_role,body_indices,frame_start_inclusive,frame_end_inclusive,frame_end_exclusive,frame_count,duration_s,source_row_ids,source_action_labels,head_motion_required,head_motion_metric_status,head_turn_excursion_deg,head_mean_angular_velocity_deg_s,head_p95_angular_velocity_deg_s,head_motion_qualified,pv_coverage_ratio,head_motion_semantic_prior
clips,DESK_011,desktop_head_motion,recording_20210929_S15_S11_02,,camera_wearer,1,4011,4610,4611,600,20.0,662;663,studnet_attend_class,True,computed_pv_camera_rotation_proxy_metadata_span,41.99242841045297,6.949320329326531,28.460470746436553,True,1.0,1.5
clips,DESK_012,desktop_head_motion,recording_20211004_S20_S12_01,,camera_wearer,1,1951,2550,2551,600,20.0,745;746,studnet_attend_class,True,computed_pv_camera_rotation_proxy_metadata_span,90.475591993215,18.45911650034349,49.45434748602024,True,1.0,1.5
clips,DESK_013,desktop_head_motion,recording_20220312_S29_S28_01,,camera_wearer,1,2101,2700,2701,600,20.0,853;854,catch_toss_pick_up_pen,True,computed_pv_camera_rotation_proxy_metadata_span,111.16574227153643,12.523188960012074,46.77890771470263,True,1.0,1.0
clips,DESK_014,desktop_head_motion,recording_20220318_S32_S31_01,,camera_wearer,1,2541,3140,3141,600,20.0,924;925,explain_on_blackboard,True,computed_pv_camera_rotation_proxy_metadata_span,44.901843759817226,9.748565079402754,36.803553386202104,True,1.0,1.5
clips,DESK_015,desktop_head_motion,recording_20220318_S33_S34_01,,camera_wearer,1,3291,3890,3891,600,20.0,949;950,explain_on_blackboard,True,computed_pv_camera_rotation_proxy_metadata_span,180.0,20.96939365573196,80.4787456711967,True,1.0,1.5
clips,DESK_016,desktop_head_motion,recording_20220318_S34_S33_03,,camera_wearer,1,1701,2300,2301,600,20.0,942;943,explain_on_blackboard,True,computed_pv_camera_rotation_proxy_metadata_span,180.0,14.029810477110523,59.53406310910967,True,1.0,1.5
clips,DESK_017,desktop_head_motion,recording_20220415_S35_S36_02,,camera_wearer,1,1601,2200,2201,600,20.0,975;976;977,perform_baking;perform_cutting,True,computed_pv_camera_rotation_proxy_metadata_span,106.71907468501422,14.068592881289364,42.10530967585903,True,1.0,2.0
clips,DESK_018,desktop_head_motion,recording_20220415_S36_S35_01,,camera_wearer,1,1401,2000,2001,600,20.0,959;960,discuss_about_book,True,computed_pv_camera_rotation_proxy_metadata_span,77.93142281665452,13.530017688277605,50.43913405668632,True,1.0,1.0
clips,DESK_019,desktop_head_motion,recording_20210911_S06_S07_02,,camera_wearer,1,2701,3300,3301,600,20.0,530;531,catch_toss_pick_up_pen,True,computed_pv_camera_rotation_proxy_timestamp_anchors,56.679013763437005,31.120926220991052,90.98194922690797,True,0.9666666666666667,1.0
clips,DESK_020,desktop_head_motion,recording_20210918_S05_S06_02,,camera_wearer,1,1951,2550,2551,600,20.0,566;567,pantry_stand_demostrate_coffee_machine,True,computed_pv_camera_rotation_proxy_timestamp_anchors,31.60861440476477,12.268384685570165,39.77782824430338,True,0.8916666666666667,2.0
clips,DESK_021,desktop_head_motion,recording_20210923_S03_S14_01,,camera_wearer,1,2411,3010,3011,600,20.0,651;652,draw_with_hands,True,computed_pv_camera_rotation_proxy_metadata_span,42.20755831617601,11.328843521444025,42.47212325377198,True,1.0,2.0
clips,DESK_022,desktop_head_motion,recording_20210929_S15_S11_01,,camera_wearer,1,1461,2060,2061,600,20.0,657;658,studnet_attend_class,True,computed_pv_camera_rotation_proxy_metadata_span,37.99356131785924,6.412751859027308,27.459223393510353,True,1.0,1.5
clips,DESK_023,desktop_head_motion,recording_20211004_S20_S12_01,,camera_wearer,1,1351,1950,1951,600,20.0,744;745,studnet_attend_class,True,computed_pv_camera_rotation_proxy_metadata_span,35.89310451865487,6.044046974324258,29.340835954948545,True,1.0,1.5
clips,DESK_024,desktop_head_motion,recording_20220312_S29_S28_01,,camera_wearer,1,3901,4500,4501,600,20.0,856;857,catch_toss_pick_up_pen,True,computed_pv_camera_rotation_proxy_metadata_span,71.53761592651179,16.529748497082647,44.75399185773362,True,1.0,1.0
clips,DESK_025,desktop_head_motion,recording_20220318_S32_S31_01,,camera_wearer,1,3141,3740,3741,600,20.0,925;926,explain_on_blackboard,True,computed_pv_camera_rotation_proxy_metadata_span,33.03857853146448,12.320077359225872,35.355676253951124,True,1.0,1.5
clips,DESK_026,desktop_head_motion,recording_20220318_S33_S34_01,,camera_wearer,1,2691,3290,3291,600,20.0,948;949,explain_on_blackboard,True,computed_pv_camera_rotation_proxy_metadata_span,126.18668974120646,14.609070224513252,58.1828842853761,True,1.0,1.5
clips,DESK_027,desktop_head_motion,recording_20220318_S34_S33_03,,camera_wearer,1,2301,2900,2901,600,20.0,943;944,explain_on_blackboard,True,computed_pv_camera_rotation_proxy_metadata_span,84.99730021135194,20.18563488569675,60.201983732373535,True,1.0,1.5
clips,DESK_028,desktop_head_motion,recording_20220415_S35_S36_02,,camera_wearer,1,1001,1600,1601,600,20.0,974;975,perform_cutting,True,computed_pv_camera_rotation_proxy_metadata_span,29.12485099644212,7.056359292040575,27.720805109046033,True,1.0,2.0
clips,DESK_029,desktop_head_motion,recording_20220415_S36_S35_01,,camera_wearer,1,2001,2600,2601,600,20.0,960;961,discuss_about_book,True,computed_pv_camera_rotation_proxy_metadata_span,52.83343302565358,21.068699335984796,74.16425684708433,True,1.0,1.0
clips,DESK_030,desktop_head_motion,recording_20210911_S06_S07_02,,camera_wearer,1,1501,2100,2101,600,20.0,528;529,catch_toss_pick_up_pen,True,computed_pv_camera_rotation_proxy_timestamp_anchors,35.00273545480213,16.80006841653859,58.34430663468975,True,0.9433333333333334,1.0
clips,DESK_031,desktop_head_motion,recording_20210923_S03_S14_01,,camera_wearer,1,1811,2410,2411,600,20.0,650;651,draw_with_hands,True,computed_pv_camera_rotation_proxy_metadata_span,27.867850070903888,11.109458747355617,41.92837601933715,True,1.0,2.0
clips,DESK_032,desktop_head_motion,recording_20211004_S20_S12_01,,camera_wearer,1,3151,3750,3751,600,20.0,747;748,studnet_attend_class,True,computed_pv_camera_rotation_proxy_metadata_span,25.272745565873148,10.123941444901671,28.91719522088797,True,1.0,1.5
clips,DESK_033,desktop_head_motion,recording_20220312_S29_S28_01,,camera_wearer,1,2701,3300,3301,600,20.0,854;855,catch_toss_pick_up_pen,True,computed_pv_camera_rotation_proxy_metadata_span,64.5196898391792,15.05771613219724,37.71781703404358,True,1.0,1.0
clips,DESK_034,desktop_head_motion,recording_20220318_S33_S34_01,,camera_wearer,1,4491,5090,5091,600,20.0,951;952,explain_on_blackboard,True,computed_pv_camera_rotation_proxy_metadata_span,57.088792564010625,17.78734464793215,51.14899357557335,True,1.0,1.5
clips,DESK_035,desktop_head_motion,recording_20220318_S34_S33_03,,camera_wearer,1,3501,4100,4101,600,20.0,945;946,explain_on_blackboard,True,computed_pv_camera_rotation_proxy_metadata_span,38.2665614493714,15.120070948483038,47.01409296901749,True,1.0,1.5
clips,DESK_036,desktop_head_motion,recording_20220415_S35_S36_02,,camera_wearer,1,2201,2800,2801,600,20.0,977;978,perform_baking,True,computed_pv_camera_rotation_proxy_metadata_span,27.660452982282703,11.31635583989719,28.62062986390285,True,1.0,2.0
clips,DESK_037,desktop_head_motion,recording_20220415_S36_S35_01,,camera_wearer,1,2601,3200,3201,600,20.0,961;962,discuss_about_book,True,computed_pv_camera_rotation_proxy_metadata_span,35.18251872202834,8.842624170397809,36.72109187238312,True,1.0,1.0
clips,DESK_038,desktop_head_motion,recording_20210911_S06_S07_02,,camera_wearer,1,2101,2700,2701,600,20.0,529;530,catch_toss_pick_up_pen,True,computed_pv_camera_rotation_proxy_timestamp_anchors,30.32664274360878,24.2465744945177,77.05955541257535,True,0.9516666666666667,1.0
clips,DESK_039,desktop_head_motion,recording_20211004_S20_S12_01,,camera_wearer,1,2551,3150,3151,600,20.0,746;747,studnet_attend_class,True,computed_pv_camera_rotation_proxy_metadata_span,20.87124572753115,8.511455035190831,39.2920346577619,True,1.0,1.5
clips,DESK_040,desktop_head_motion,recording_20220312_S29_S28_01,,camera_wearer,1,3301,3900,3901,600,20.0,855;856,catch_toss_pick_up_pen,True,computed_pv_camera_rotation_proxy_metadata_span,42.71098991410489,17.20088538406578,42.05179213766633,True,1.0,1.0
reserve_clips,DESK_RESERVE_001,desktop_head_motion,recording_20210918_S05_S06_02,,camera_wearer,1,1351,1950,1951,600,20.0,565;566,pantry_stand_demostrate_coffee_machine,True,computed_pv_camera_rotation_proxy_timestamp_anchors,18.527154713217048,6.462681245852437,39.48230400849467,False,0.8233333333333334,2.0
reserve_clips,DESK_RESERVE_002,desktop_head_motion,recording_20210918_S05_S06_02,,camera_wearer,1,2551,3150,3151,600,20.0,567;568;569,pantry_sit_demostrate_coffee_machine;pantry_stand_demostrate_coffee_machine,True,computed_pv_camera_rotation_proxy_timestamp_anchors,35.04243394057014,252.89438928987954,37.24130291469849,True,0.8433333333333334,2.0
reserve_clips,DESK_RESERVE_003,desktop_head_motion,recording_20210918_S05_S06_02,,camera_wearer,1,3151,3750,3751,600,20.0,569;570,pantry_sit_demostrate_coffee_machine;pantry_stand_demostrate_coffee_machine,True,computed_pv_camera_rotation_proxy_timestamp_anchors,54.649768910618114,23.23705250906085,52.985609885931076,True,0.7333333333333333,2.0
reserve_clips,DESK_RESERVE_004,desktop_head_motion,recording_20210929_S15_S11_01,,camera_wearer,1,2061,2660,2661,600,20.0,658;659,studnet_attend_class,True,computed_pv_camera_rotation_proxy_metadata_span,18.726252671108853,5.4992880105841,22.08908277927045,False,1.0,1.5
reserve_clips,DESK_RESERVE_005,desktop_head_motion,recording_20210929_S15_S11_01,,camera_wearer,1,2661,3260,3261,600,20.0,659;660,studnet_attend_class,True,computed_pv_camera_rotation_proxy_metadata_span,19.519360061319315,8.536073705056223,32.22308695612211,False,1.0,1.5
reserve_clips,DESK_RESERVE_006,desktop_head_motion,recording_20210929_S15_S11_03,,camera_wearer,1,881,1480,1481,600,20.0,664;665,catch_toss_pick_up_pen,True,computed_pv_camera_rotation_proxy_timestamp_anchors,74.91282170549334,15.769989184296058,45.33135045300263,True,0.7933333333333333,1.0
reserve_clips,DESK_RESERVE_007,desktop_head_motion,recording_20210929_S15_S11_03,,camera_wearer,1,1481,2080,2081,600,20.0,665;666,catch_toss_pick_up_pen,True,computed_pv_camera_rotation_proxy_timestamp_anchors,93.39310104391038,33.99676164535754,108.16505793172698,True,0.7766666666666666,1.0
reserve_clips,DESK_RESERVE_008,desktop_head_motion,recording_20210929_S15_S11_03,,camera_wearer,1,2081,2680,2681,600,20.0,666;667,catch_toss_pick_up_pen,True,computed_pv_camera_rotation_proxy_timestamp_anchors,48.34185918031773,29.068651167677324,77.96158237716188,True,0.71,1.0
reserve_clips,DESK_RESERVE_009,desktop_head_motion,recording_20220215_S21_S22_02,,camera_wearer,1,1511,2110,2111,600,20.0,787;788,draw_with_hands_and_guess,True,computed_pv_camera_rotation_proxy_timestamp_anchors,13.075911877424609,2.320281006238091,9.621818182729815,False,0.9433333333333334,2.0
reserve_clips,DESK_RESERVE_010,desktop_head_motion,recording_20220215_S21_S22_02,,camera_wearer,1,2111,2710,2711,600,20.0,788;789,draw_with_hands_and_guess,True,computed_pv_camera_rotation_proxy_timestamp_anchors,12.478428502950619,3.6951195549433424,18.17156596646894,False,0.935,2.0
reserve_clips,DESK_RESERVE_011,desktop_head_motion,recording_20220215_S21_S22_02,,camera_wearer,1,2711,3310,3311,600,20.0,789;790,draw_with_hands_and_guess,True,computed_pv_camera_rotation_proxy_timestamp_anchors,13.977708182000303,4.833917870986161,16.76440471358038,False,0.8983333333333333,2.0
reserve_clips,DESK_RESERVE_012,desktop_head_motion,recording_20220215_S21_S22_02,,camera_wearer,1,3311,3910,3911,600,20.0,790;791,draw_with_hands_and_guess,True,computed_pv_camera_rotation_proxy_timestamp_anchors,15.134816549420126,2.760767718560582,10.874935861568572,False,0.9283333333333333,2.0
reserve_clips,DESK_RESERVE_013,desktop_head_motion,recording_20220215_S21_S22_02,,camera_wearer,1,3911,4510,4511,600,20.0,791;792,draw_with_hands_and_guess,True,computed_pv_camera_rotation_proxy_timestamp_anchors,7.437691645209299,2.7252141482063323,11.2620446630867,False,0.9466666666666667,2.0
reserve_clips,DESK_RESERVE_014,desktop_head_motion,recording_20220215_S22_S21_04,,camera_wearer,1,2945,3544,3545,600,20.0,796;797,draw_with_hands,True,computed_pv_camera_rotation_proxy_timestamp_anchors,12.79047618228536,2.9806901809787023,12.225435882846403,False,0.97,2.0
reserve_clips,DESK_RESERVE_015,desktop_head_motion,recording_20220215_S22_S21_04,,camera_wearer,1,3545,4144,4145,600,20.0,797;798,draw_with_hands,True,computed_pv_camera_rotation_proxy_timestamp_anchors,9.248560338682191,2.5225958800577084,10.775180809360016,False,0.955,2.0
reserve_clips,DESK_RESERVE_016,desktop_head_motion,recording_20220312_S29_S28_01,,camera_wearer,1,1501,2100,2101,600,20.0,852;853,catch_toss_pick_up_pen,True,computed_pv_camera_rotation_proxy_metadata_span,11.688572420432891,0.2633237329580654,0.0,False,1.0,1.0
reserve_clips,DESK_RESERVE_017,desktop_head_motion,recording_20220318_S33_S34_01,,camera_wearer,1,3891,4490,4491,600,20.0,950;951,explain_on_blackboard,True,computed_pv_camera_rotation_proxy_metadata_span,54.97383929048731,17.305197284585297,54.966480373462105,True,1.0,1.5
reserve_clips,DESK_RESERVE_018,desktop_head_motion,recording_20220318_S34_S33_03,,camera_wearer,1,2901,3500,3501,600,20.0,944;945,explain_on_blackboard,True,computed_pv_camera_rotation_proxy_metadata_span,29.12528573528304,16.04012768951161,46.28349718571114,True,1.0,1.5
reserve_clips,DESK_RESERVE_019,desktop_head_motion,recording_20220415_S35_S36_02,,camera_wearer,1,2801,3400,3401,600,20.0,978;979,perform_baking,True,computed_pv_camera_rotation_proxy_metadata_span,22.125587346029654,11.477401036272283,29.265062639145622,True,1.0,2.0
reserve_clips,DESK_RESERVE_020,desktop_head_motion,recording_20220415_S36_S35_01,,camera_wearer,1,3201,3800,3801,600,20.0,962;963,discuss_about_book,True,computed_pv_camera_rotation_proxy_metadata_span,25.925361730045463,10.005175351413493,31.712730208517,True,1.0,1.0
clips,WALK_001,walking_person,recording_20210918_S05_S06_03,,any_person,0,1001,1180,1181,180,6.0,78,pantry_walk_and_then_sit_on_sofa_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_002,walking_person,recording_20210918_S05_S06_05,,any_person,0;1,901,1080,1081,180,6.0,85;579,pantry_walk_and_then_sit_on_sofa_casual_chat;pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_003,walking_person,recording_20210921_S05_S12_01,,any_person,0;1,1331,1510,1511,180,6.0,123;613,cabin_walk_in _and_then_sit_on_bench_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_004,walking_person,recording_20210923_S05_S13_01,,any_person,1,1127,1306,1307,180,6.0,623,lounge_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_005,walking_person,recording_20210923_S13_S05_01,,any_person,0;1,951,1130,1131,180,6.0,144;632,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_006,walking_person,recording_20210923_S14_S03_01,,any_person,0,1850,2029,2030,180,6.0,162,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_007,walking_person,recording_20220315_S30_S21_01,,any_person,0;1,1401,1580,1581,180,6.0,408;891,run,False,not_required,,,,False,0.0,0.0
clips,WALK_008,walking_person,recording_20220318_S32_S31_02,,any_person,1,4158,4337,4338,180,6.0,936,run,False,not_required,,,,False,0.0,0.0
clips,WALK_009,walking_person,recording_20210918_S05_S06_05,,any_person,0;1,1081,1260,1261,180,6.0,85;579,pantry_walk_and_then_sit_on_sofa_casual_chat;pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_010,walking_person,recording_20210923_S05_S13_01,,any_person,1,1307,1486,1487,180,6.0,623,lounge_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_011,walking_person,recording_20210923_S13_S05_01,,any_person,0;1,1131,1310,1311,180,6.0,144;632,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_012,walking_person,recording_20210923_S14_S03_01,,any_person,0,2030,2209,2210,180,6.0,162,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_013,walking_person,recording_20220315_S30_S21_01,,any_person,0;1,1581,1760,1761,180,6.0,408;891,run,False,not_required,,,,False,0.0,0.0
clips,WALK_014,walking_person,recording_20210918_S05_S06_05,,any_person,1,1261,1440,1441,180,6.0,579;580,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_015,walking_person,recording_20210923_S13_S05_01,,any_person,0;1,1540,1719,1720,180,6.0,148;634,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_016,walking_person,recording_20210923_S14_S03_01,,any_person,0,2210,2389,2390,180,6.0,162,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_017,walking_person,recording_20210918_S05_S06_05,,any_person,1,1441,1620,1621,180,6.0,580,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_018,walking_person,recording_20210923_S13_S05_01,,any_person,0;1,1720,1899,1900,180,6.0,148;634,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_019,walking_person,recording_20210923_S14_S03_01,,any_person,0,2390,2569,2570,180,6.0,162;163,lounge_walk_around_table_casual_chat;lounge_wander_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_020,walking_person,recording_20210918_S05_S06_05,,any_person,1,1621,1800,1801,180,6.0,580,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_021,walking_person,recording_20210923_S13_S05_01,,any_person,0;1,2493,2672,2673,180,6.0,152;638,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_022,walking_person,recording_20210923_S14_S03_01,,any_person,0,2570,2749,2750,180,6.0,163,lounge_wander_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_023,walking_person,recording_20210918_S05_S06_05,,any_person,1,1801,1980,1981,180,6.0,580;581,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_024,walking_person,recording_20210923_S13_S05_01,,any_person,0;1,2673,2852,2853,180,6.0,152;638,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_025,walking_person,recording_20210923_S14_S03_01,,any_person,0,2750,2929,2930,180,6.0,163;164,lounge_wander_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_026,walking_person,recording_20210918_S05_S06_05,,any_person,1,1981,2160,2161,180,6.0,581,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_027,walking_person,recording_20210923_S13_S05_01,,any_person,0;1,2853,3032,3033,180,6.0,152;638,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_028,walking_person,recording_20210923_S14_S03_01,,any_person,0,2930,3109,3110,180,6.0,164,lounge_wander_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_029,walking_person,recording_20210918_S05_S06_05,,any_person,1,2161,2340,2341,180,6.0,581,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_030,walking_person,recording_20210923_S13_S05_01,,any_person,0;1,3277,3456,3457,180,6.0,156;640,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_031,walking_person,recording_20210918_S05_S06_05,,any_person,1,2341,2520,2521,180,6.0,581;582,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_032,walking_person,recording_20210923_S13_S05_01,,any_person,0;1,3457,3636,3637,180,6.0,156;640,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_033,walking_person,recording_20210918_S05_S06_05,,any_person,1,2521,2700,2701,180,6.0,582,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_034,walking_person,recording_20210923_S13_S05_01,,any_person,0;1,3637,3816,3817,180,6.0,156;640,lounge_walk_around_table_casual_chat,False,not_required,,,,False,0.0,1.0
clips,WALK_035,walking_person,recording_20210918_S05_S06_05,,any_person,1,2701,2880,2881,180,6.0,582,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_036,walking_person,recording_20210918_S05_S06_05,,any_person,1,2881,3060,3061,180,6.0,582;583,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_037,walking_person,recording_20210918_S05_S06_05,,any_person,1,3061,3240,3241,180,6.0,583,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_038,walking_person,recording_20210918_S05_S06_05,,any_person,1,3241,3420,3421,180,6.0,583;584,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_039,walking_person,recording_20210918_S05_S06_05,,any_person,1,3421,3600,3601,180,6.0,584,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
clips,WALK_040,walking_person,recording_20210918_S05_S06_05,,any_person,1,3601,3780,3781,180,6.0,584,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
reserve_clips,WALK_RESERVE_001,walking_person,recording_20210918_S05_S06_05,,any_person,1,3781,3960,3961,180,6.0,584,pantry_walk_around_casual_chat,False,not_required,,,,False,0.0,0.0
